place,Lat,Long,December,September,OverallAverage,October,November,January,February,March,April
4746,28.61949579,76.97618161,116.449827,58.91603053,86.36952055,82.25037936,115.3609467,119.2994924,90.9627907,68.5482389,39.16845878
4747,28.61549579,76.97618161,125.8999056,56.49937238,93.31828567,97.71367862,138.1675504,127.974689,97.75605061,63.2798111,39.25522763
4748,28.61149579,76.97618161,136.3825503,52.97350993,107.3535383,127.9571984,288.0374532,110.1798561,68.41525424,43.09157509,31.79090909
4749,28.60749579,76.97618161,129.9232764,,197.5,337,,,,58,
4750,28.60349579,76.97618161,123.4640024,,54,,,,,54,
4751,28.59949579,76.97618161,117.0047285,,58,,,,,58,
4761,28.55949579,76.97618161,110.5454545,49.41666667,75.61470674,103.2,126.8888889,85.57142857,71.36363636,34.63157895,23.3
4765,28.54349579,76.97618161,145.5,70.6,97.06298224,108.85,151.2941176,180.1818182,59.36363636,34.42857143,26.28571429
4820,28.80549579,76.97964572,117,,90.43095238,,173,86.28571429,49,77.8,39.5
4824,28.78949579,76.97964572,100,,52,,,,,52,
4835,28.74549579,76.97964572,84.66666667,,68.91333333,,130,81.5,,37.4,11
4844,28.70949579,76.97964572,86.66666667,35,83.16944445,,183.75,90.2,,62.4,41
4854,28.66949579,76.97964572,188.2865014,44.59854015,132.6872123,114.0512821,247.1290323,105.1272727,,50.51785714,179.1
4855,28.66549579,76.97964572,177.6382979,52.3125,134.6180817,86.95,189.3076923,177,,,124.5
4856,28.66149579,76.97964572,233,70,125.1833333,77.6,136,167.5,,,67
4861,28.64149579,76.97964572,217.279824,,64,64,,,,,
4862,28.63749579,76.97964572,201.5596481,,83.5,83.5,,,,,
4863,28.63349579,76.97964572,185.8394721,,71,71,,,,,
4865,28.62549579,76.97964572,170.1192962,,119,55,,183,,,
4866,28.62149579,76.97964572,154.3991202,,60.83333333,73.5,,,89,,20
4867,28.61749579,76.97964572,138.6789443,58.57142857,98.13421202,166,157.3888889,115.3125,69,80,40.66666667
4868,28.61349579,76.97964572,122.9587683,59.15212811,92.31346344,100.4709493,127.3291367,131.9871245,90.42236525,63.50191327,42.68532207
4869,28.60949579,76.97964572,105.60625,58.02844639,82.76144331,98.847981,109.3139013,114.6702128,77.39568345,57.22222222,41.00684932
4875,28.58549579,76.97964572,198.5454545,48,83.16900432,,92.04,77,52,,31.42857143
4876,28.58149579,76.97964572,182.030303,44,45.0625,,62,,41.25,,33
4877,28.57749579,76.97964572,165.5151515,39,35,,,,38,,28
4885,28.54549579,76.97964572,149,48.6,99.65322713,111.7777778,185.65,133.7647059,76.6,52.83333333,39
4940,28.80349579,76.98310982,115,,104.75,,,94.5,,,
4946,28.77949579,76.98310982,100,,50,,,,,50,
4964,28.70749579,76.98310982,84,,80.875,,82,104,,53.5,
4972,28.67549579,76.98310982,150,,43,43,,,,,
4973,28.67149579,76.98310982,180.7166667,54,127.9273125,117.8888889,168.0666667,190.75,,56.06896552,128
4974,28.66749579,76.98310982,161.4450867,54.5,135.3137179,107.748503,165.875,187,,,
4975,28.66349579,76.98310982,151.6206897,57.42857143,133.7312871,111.5384615,183.8,190,,,108
4976,28.65949579,76.98310982,154.6521739,42.25,134.1423395,99.5,198.1666667,176.1428571,,,
4977,28.65549579,76.98310982,147.8722826,,124,124,,,,,
4980,28.64349579,76.98310982,141.0923913,201.8,201.8,,,,,,
4981,28.63949579,76.98310982,134.3125,75.62962963,131.3678894,126.7234043,141.173913,179,,,
4982,28.63549579,76.98310982,114.1818182,82.66666667,114.4988636,139.625,146.0208333,,,90,
4983,28.63149579,76.98310982,110.5,69.04166667,94.60064103,122.4615385,117,,,54,
4984,28.62749579,76.98310982,109.4,69.42857143,93.54776557,130.0769231,109.8333333,,,49,
4985,28.62349579,76.98310982,110.25,59.78571429,95.05682958,122.1052632,132.2,,111,,35
4986,28.61949579,76.98310982,110.03125,65.8028169,84.81418891,106.5,122.15,118.137931,65.76923077,51.6875,38.43478261
4987,28.61549579,76.98310982,126.6620047,59.19426049,87.23400746,91.45234807,114.9153226,120.8235294,81.17008798,60.5007874,43.15371901
4988,28.61149579,76.98310982,144.9838188,65.30204082,86.53293352,91,112.1886792,108.4210526,73.90540541,53.85185185,42.61061947
4989,28.60749579,76.98310982,122.0212766,56.46969697,87.14683271,100.6220472,127.1481481,121.88,71.57894737,52.66666667,44.78787879
4994,28.58749579,76.98310982,112.0141844,,39,,,,39,,
4996,28.57949579,76.98310982,102.0070922,,84.5,,,97,72,,
4997,28.57549579,76.98310982,92,59.64,73.5686154,84.14285714,125.5,68.33333333,62.11111111,54.62162162,42.2
5004,28.54749579,76.98310982,130,95.71428571,99.78881852,113.826087,162.5789474,127.3333333,83.6,43.15789474,42.1
5060,28.80549579,76.98657392,111,,76.3,,72,86,,77,35.5
5085,28.70549579,76.98657392,139.4500805,37,32.33333333,,,,,47,13
5091,28.68149579,76.98657392,167.900161,57,57,,,,,,
5092,28.67749579,76.98657392,196.3502415,49.73913043,143.5142826,107.45,198.3333333,169,,54.72727273,229
5093,28.67349579,76.98657392,174.52,54.55555556,127.7417593,116.375,159,,,58,204
5095,28.66549579,76.98657392,182.9716667,46,46,,,,,,
5096,28.66149579,76.98657392,191.4233333,,42.5,42.5,,,,,
5097,28.65749579,76.98657392,199.875,23.6,155.3741013,80.75,206.6666667,,118.3529412,,303
5098,28.65349579,76.98657392,152.1904762,52.4,107.7780952,91.8,107,135.5,,,
5100,28.64549579,76.98657392,196.4444444,56.33333333,129.8373016,71.57142857,195,,,,
5101,28.64149579,76.98657392,176.0413223,68.87179487,136.4798872,135.6390728,179.6466667,150.5909091,176.125,,68.44444444
5103,28.63349579,76.98657392,159.6668517,,94,94,,,,,
5105,28.62549579,76.98657392,143.292381,53.66666667,73.87499999,126.3333333,101.5,,,,14
5106,28.62149579,76.98657392,126.9179104,64.58515284,87.79101755,91.19607843,126.4642857,120.1134021,91.33962264,47.25714286,34.45454545
5107,28.61749579,76.98657392,115.6229508,60.98076923,88.32270552,95.34210526,126.5375,121.2096774,84.91358025,66.99044586,34.98461538
5108,28.61349579,76.98657392,114.805169,60.39558233,83.35806328,94.76519337,103.3470874,123.0688976,77.06352459,57.69473684,35.72431507
5109,28.60949579,76.98657392,111.948244,61.67820774,91.46168727,89.58813109,111.5826331,150.7350835,103.6145833,61.55746141,40.98915401
5110,28.60549579,76.98657392,125.6814621,61.64900662,90.06825859,93.49662618,131.6456693,124.9572193,79.1849866,60.35831382,43.57278481
5111,28.60149579,76.98657392,127.1685393,72.76132931,94.41672298,99.88829787,130.2900433,128.1360544,98.91011236,68.19917012,29.98023715
5117,28.57749579,76.98657392,119.75,51.6,88.47604355,65.4,156.25,135.5333333,89.68421053,49.72413793,39.86666667
5124,28.54949579,76.98657392,96,,52.56,32,,64,,40.8,30
5125,28.54549579,76.98657392,130.2459016,73.5,93.66050637,103.9264706,158.5692308,113.9830508,80.35106383,46.33333333,42.375
5126,28.54149579,76.98657392,126.1213114,84,68.5,80,,,41.5,,
5127,28.53749579,76.98657392,121.9967213,89.75,78.98333333,85,,,62.2,,
5128,28.53349579,76.98657392,117.8721311,116.1666667,112.9444444,120.3333333,,,102.3333333,,
5129,28.52949579,76.98657392,113.747541,114.875,100.9583333,119.2857143,,,68.71428571,,
5130,28.52549579,76.98657392,109.6229508,80.83333333,83.94444444,109,,,62,,
5131,28.52149579,76.98657392,105.4983606,84.125,70.05765993,91.13888889,,,34.90909091,,
5175,28.82349579,76.99003802,101.3737705,,41,,,,,41,
5180,28.80349579,76.99003802,97.24918032,,53.8888889,,,100.6666667,,45,16
5196,28.73949579,76.99003802,93.12459016,37,37,,,,,,
5205,28.70349579,76.99003802,89,,73.8,,105,112,,51,12
5210,28.68349579,76.99003802,99.66666665,39.5,39.5,,,,,,
5211,28.67949579,76.99003802,110.3333333,52.10526316,127.7346513,168.5,166.9090909,169.5,,49.46153846,177.3333333
5212,28.67549579,76.99003802,122.2936508,45,45,,,,,,
5217,28.65549579,76.99003802,134.2539682,,57.5,44,,,,71,
5218,28.65149579,76.99003802,146.2142857,51.83333333,152.3134921,226,127.3333333,164.5,,,198
5219,28.64749579,76.99003802,126.3,43.4,86.40710456,55.74262735,105,131,,57,
5220,28.64349579,76.99003802,174.9166667,32,118.6261905,71.71428571,136.5,,,,178
5225,28.62349579,76.99003802,124.8648549,63.19375,90.02703364,107.5205479,121.3145161,123.3636364,81.92592593,55.35616438,41.14666667
5226,28.61949579,76.99003802,125.5780196,,78.2,99,,103,,,32.6
5227,28.61549579,76.99003802,126.2911844,26,72.25,115,,111,,,37
5228,28.61149579,76.99003802,127.0043491,51.77981651,85.35005984,96.23076923,120.0940722,128.1551724,74.29230769,57.82208589,31.24742268
5230,28.60349579,76.99003802,127.7175138,55,40.5,57.5,,,,,9
5231,28.59949579,76.99003802,128.4306785,72.34328358,90.56684857,100.8291139,122.8942308,118.5394737,82.42105263,55.90069284,40.88095238
5232,28.59549579,76.99003802,123.2727273,67.03426124,89.3343117,90.29673591,115.7970297,108.6031746,86.93034826,56.62408759,66.11612903
5233,28.59149579,76.99003802,137.4262626,78,78,,,,,,
5234,28.58749579,76.99003802,151.579798,,63,,,,,63,
5236,28.57949579,76.99003802,165.7333333,44.81818182,84.53865484,97.30769231,148.7142857,87.41666667,64.6875,46.63157895,21
5243,28.55149579,76.99003802,136.9130435,54.55555556,93.83514884,101.5789474,162.6666667,137.1538462,70.16666667,47.09090909,40.55555556
5244,28.54749579,76.99003802,142.0128205,74.76470588,103.1345635,136.031746,164.6805556,138.3,80.33333333,51.48275862,37.47058824
5300,28.80549579,76.99350212,120,,76.5,,,80,,66,40
5326,28.70149579,76.99350212,108.1666667,,58.72444445,,54.50666667,74,,47.66666667,
5327,28.69749579,76.99350212,96.33333333,,65.66666667,,,,,65.66666667,
5328,28.69349579,76.99350212,84.5,38.10280374,66.34322339,70.86666667,112.8,84.38636364,53.06060606,45.06382979,41.96551724
5329,28.68949579,76.99350212,77,41.30434783,58.59657792,78.35294118,75.93023256,80.03125,48.94827586,42.50746269,24.69811321
5330,28.68549579,76.99350212,151.6185567,50.3,86.96895457,100.6052632,160.5892857,85.4,57.37142857,44.60784314,45.25925926
5331,28.68149579,76.99350212,138.8235294,58,126.6655699,123.0526316,164.7272727,232.5,,46.55555556,123
5339,28.64949579,76.99350212,132.2047584,19,19,,,,,,
5348,28.61349579,76.99350212,125.5859873,59.95859873,86.09311639,95.00413223,133.558011,113.8888889,76.656,54.93706294,29.15625
5349,28.60949579,76.99350212,497,,265,,,,,33,
5351,28.60149579,76.99350212,304.8016529,,139,,,,139,,
5353,28.59349579,76.99350212,112.6033058,65.20512821,81.32479328,92.02078522,111.106383,102.6203704,74.56926407,54.52840909,37.94470046
5354,28.58949579,76.99350212,111.2134387,63.0320197,80.54538247,91.2151463,110.3341346,106.4621212,74.04012346,56.19594595,31.87012987
5355,28.58549579,76.99350212,104.4819277,56.59157895,76.59530559,92.11151079,105.6127168,97.23333333,69.50531915,54.69866071,32.52739726
5356,28.58149579,76.99350212,73.625,49.125,64.46364583,94.5,110,71.66666667,59.88,38.225,18.6875
5363,28.55349579,76.99350212,150.8108108,71.28571429,88.49876251,94.97619048,84.55520505,155.6153846,74.61538462,47.20833333,28.92307692
5416,28.81949579,76.99696622,136.8794179,,42,,,,,42,
5420,28.80349579,76.99696622,122.9480249,,109.1875,,236,98.25,,59.5,43
5436,28.73949579,76.99696622,109.016632,40,40,,,,,,
5446,28.69949579,76.99696622,95.08523908,,97,,102,92,,,
5447,28.69549579,76.99696622,81.15384615,41,64.66597024,82,112,69.67741935,56.8125,44.29113924,30.39285714
5449,28.68749579,76.99696622,122.7019231,,182,182,,,,,
5450,28.68349579,76.99696622,164.25,61.8125,91.31255464,108.1538462,147.3333333,116,56.66666667,51.90909091,24.375
5452,28.67549579,76.99696622,154.775,,78,,,,,78,
5453,28.67149579,76.99696622,145.3,,119.6666667,,,,,119.6666667,
5454,28.66749579,76.99696622,135.825,,84,,,,,84,
5455,28.66349579,76.99696622,126.35,,65,,,,,65,
5466,28.61949579,76.99696622,116.875,,77,,,,,77,
5467,28.61549579,76.99696622,107.4,47.35714286,73.40739989,62.18181818,130,84.71428571,58.26666667,70.71428571,26.625
5468,28.61149579,76.99696622,150.0813953,61.5308642,88.84629803,81.79255319,140.3823529,118.4761905,67.95945946,53.45454545,37.09302326
5469,28.60749579,76.99696622,146.1495016,,36,,,,,36,
5470,28.60349579,76.99696622,142.217608,,135,,,,135,,
5473,28.59149579,76.99696622,138.2857143,50.59259259,95.37265492,103.2931034,145.7692308,127.6666667,105.4444444,60.33333333,31.59615385
5474,28.58749579,76.99696622,120.6916377,,61,,,61,,,
5475,28.58349579,76.99696622,103.097561,57.81034483,77.48827191,92.67948718,105.6341463,93.37714286,81.74418605,55.96629213,29.59701493
5476,28.57949579,76.99696622,108.8,59.5,85.69767385,71.74193548,179.7142857,108.1684982,66.29385965,65.06122449,26.3015873
5477,28.57549579,76.99696622,90.4,68.69565217,68.96954273,60.64,91.6,91.06666667,65,52.62068966,31.73333333
5478,28.57149579,76.99696622,47,34.88717949,47.55533982,51.79069767,,59.25,70.33333333,44.62616822,25
5481,28.55949579,76.99696622,140.8333333,90.66666667,108.6779533,119.25,160.1,188.4,76.14285714,38.23076923,55.8
5482,28.55549579,76.99696622,141.0263158,60.27272727,98.83885813,100.8461538,171.3870968,143.1363636,90.17857143,52.5,31.36363636
5537,28.81749579,77.00043033,132.2697369,,44,,,,,44,
5540,28.80549579,77.00043033,123.5131579,61,47.11728395,,,,,46.5,33.85185185
5557,28.73749579,77.00043033,114.756579,40,40,,,,,,
5559,28.72949579,77.00043033,106,48,54.4,,,84,37,32.4,19
5564,28.70949579,77.00043033,60,38.5,41.10833333,51,64,36,36,24.53333333,18.83333333
5565,28.70549579,77.00043033,36,29.5,52.48115079,44.75,127,67.83333333,43.25,43.94444444,27.57142857
5566,28.70149579,77.00043033,132,28.33333333,76.51597222,64,117,100.75,86,57.44444444,26.6
5567,28.69749579,77.00043033,78,53,85.59791667,75.66666667,165,76.2,81,57.91666667,98
5570,28.68549579,77.00043033,223.9003215,55.4516129,114.7776412,128.375,202.4868421,140.875,72.875,51.21568627,43.04166667
5571,28.68149579,77.00043033,193.1774955,,55.5,,,,,55.5,
5587,28.61749579,77.00043033,162.4546696,,84,,,,146,22,
5588,28.61349579,77.00043033,131.7318436,57.9874477,87.07113081,95.54010695,132.1232877,109.3392857,74.92957746,59.35652174,35.56097561
5591,28.60149579,77.00043033,132.6545624,,133,,,,133,,
5593,28.59349579,77.00043033,133.5772812,24.66666667,68.09722222,76.25,108,156.5,,36.66666667,6.5
5594,28.58949579,77.00043033,134.5,63.4,97.45983069,104.6341463,145,143,85.85714286,40.62068966,62.66666667
5599,28.56949579,77.00043033,103.55,47.73529412,69.72362798,70.80487805,88.72727273,97.4,62.32,54.13157895,33.12
5600,28.56549579,77.00043033,119.40625,48.62430939,81.84965571,88.39800995,108.3047619,101.725,103.0895522,52.53061224,32.71875
5601,28.56149579,77.00043033,162.0023923,44.80761523,92.16555964,90.38351254,125.9133858,125.2357143,86.20437956,60.46808511,42.30939227
5602,28.55749579,77.00043033,137.3673469,81.28571429,97.54591751,99.96078431,156.7608696,144.6363636,77.79310345,48.26315789,34.3
5659,28.80749579,77.00389443,82,65.5,104.1357143,,297.7142857,87.6,,57,35
5677,28.73549579,77.00389443,80.83333333,31.26923077,56.64972528,61.41666667,113,74.92857143,39.58333333,27.5,24.66666667
5678,28.73149579,77.00389443,82.66666667,30.75,60.34373647,70.72727273,115,85.6,46.125,29.38095238,22.5
5679,28.72749579,77.00389443,81.2,27.6,83.08730541,168.7797619,216.8571429,78.46153846,41,33.2,17.6
5680,28.72349579,77.00389443,91.25,35.71428571,69.34077381,105.8888889,149.8333333,86,38,32.61111111,15.42857143
5681,28.71949579,77.00389443,38,31.5,43.82668067,69.33333333,,73.375,43.16666667,31.41176471,20
5682,28.71549579,77.00389443,53.33333333,34,38.1932103,34.47368421,,49,36.66666667,40.54545455,19.33333333
5683,28.71149579,77.00389443,73,40,57.88541667,45.5,123,94.5,36.5,29.58333333,21
5690,28.68349579,77.00389443,168.862069,58.16666667,104.7176067,136.1052632,221.1875,126,54,46.41935484,27
5695,28.66349579,77.00389443,80.5,,77.64285714,73,116,103,74,69,28
5696,28.65949579,77.00389443,151.1666667,,83.77343725,94,92.73684211,86.3125,87.85714286,56.09090909,18.25
5700,28.64349579,77.00389443,160.1666667,,34,34,,,,,
5701,28.63949579,77.00389443,169.1666667,,35,,,,,,35
5702,28.63549579,77.00389443,178.1666667,60.02857143,106.8039072,119.972973,165.4117647,137.3846154,90.73333333,58.53333333,44.2
5706,28.61949579,77.00389443,148.8278389,,399,399,,,,,
5707,28.61549579,77.00389443,119.489011,65.56345178,87.47499496,92.27932961,123.9919355,111.3333333,83.67619048,64.16025641,39.30645161
5711,28.59949579,77.00389443,129.5570055,,84,,,,84,,
5713,28.59149579,77.00389443,139.625,56.125,100.3522592,100.3787879,145.1142857,136.8,90.4,72,62.375
5719,28.56749579,77.00389443,128.8623085,58,60.83333334,,,,,63.66666667,
5721,28.55949579,77.00389443,118.0996169,58.08099688,80.9161643,80.54761905,109.7261411,90.41714286,91.99224806,59.53036437,38.93518519
5722,28.55549579,77.00389443,109.6122449,49.08333333,80.36063754,81.42156863,107.472973,101.96,98.94285714,57.76712329,36.625
5777,28.81749579,77.00735853,102.0748299,,48,,,,,48,
5778,28.81349579,77.00735853,94.53741497,,47,,,,,47,
5779,28.80949579,77.00735853,87,77,80.40199005,,86.34328358,86.66666667,,,65
5797,28.73749579,77.00735853,86.73913043,31.575,59.52035861,62.3,131.25,70.2195122,42.84848485,30.3164557,20.91428571
5810,28.68549579,77.00735853,166.3602941,57,102.5943293,126.4545455,157.0625,152.2222222,62.8,58.52173913,40.33333333
5811,28.68149579,77.00735853,141.9801471,,74,74,,,,,
5814,28.66949579,77.00735853,117.6,,92.12777778,,107.5,125,98,62.66666667,42
5815,28.66549579,77.00735853,121.725,39.28571429,87.49868389,81.97202797,152.4166667,120.6086957,84.69565217,61.57142857,37.71428571
5816,28.66149579,77.00735853,158.5,49,119.5833333,123.5,152.5,132,102,,
5819,28.64949579,77.00735853,156.4632353,,171,,171,,,,
5822,28.63749579,77.00735853,154.4264706,51.98039216,104.0266117,110.6973684,174.8,127.0784314,116.4117647,56.86764706,39.95081967
5823,28.63349579,77.00735853,140.5590297,,45,,,,,45,
5827,28.61749579,77.00735853,126.6915888,59.37735849,91.89025049,106.9785714,159.1312741,118.4186047,79.90833333,49.45685279,35.15942029
5828,28.61349579,77.00735853,129.8314296,48,118.6666667,209,99,,,,
5829,28.60949579,77.00735853,132.9712703,,53,53,,,,,
5834,28.58949579,77.00735853,136.1111111,55.34285714,102.4172161,90.85483871,151.4285714,157.9333333,102.4736842,70.83333333,54.36
5835,28.58549579,77.00735853,129.625,56.92307692,88.40797462,89.85714286,98.12048193,128.1666667,91,60,53.57142857
5837,28.57749579,77.00735853,81,40.18584071,66.53846085,100.8170732,103.4736842,78.70454545,51.5,21.87654321,54.75
5838,28.57349579,77.00735853,85.5,45.14285714,78.97619048,71.71428571,75.6,121.4,,74.5,
5839,28.56949579,77.00735853,93.66666667,93.5,73.25,,,,,53,
5842,28.55749579,77.00735853,101.8333333,74,108,142,,,,,
5843,28.55349579,77.00735853,110,53.20441989,77.36078081,78.39534884,99.5528757,94.47222222,93.01351351,61.37086093,28.87700535
5844,28.54949579,77.00735853,116.4411765,55.00636943,81.98372721,90.93125,106.1048951,91.88571429,93.64,63.62385321,38.23655914
5845,28.54549579,77.00735853,95.77614381,,114,,,,114,,
5898,28.81149579,77.01082263,75.11111111,59,59.8015873,,104.5,88.2,22,38.8,31
5914,28.74749579,77.01082263,65,27.42857143,39.62868481,46.5,,66,45.25,17.22222222,10
5915,28.74349579,77.01082263,77.33333333,32.33333333,50.49862915,52.8,111,59.36363636,26.22222222,27.71428571,17.22222222
5916,28.73949579,77.01082263,94.77777778,35.25,83.95617668,91.85714286,308.3478261,61,35.85714286,22.41666667,22.14285714
5930,28.68349579,77.01082263,171.2571429,48.97058824,102.5262072,129.6956522,182.9333333,132.4166667,57.33333333,51.35294118,46.25
5932,28.67549579,77.01082263,151.0047619,,49,,,,68,,30
5933,28.67149579,77.01082263,130.752381,,71,,76,,94,,43
5934,28.66749579,77.01082263,110.5,,76.725,,91,97.25,84.6,38,39
5935,28.66349579,77.01082263,63.58139535,28.32727273,76.62622388,104.3812155,139.2962963,108.2592593,64.26851852,58.83333333,46.0625
